U1,U2,T1,T2
60,63,71.306,70.457
80,63,71.391,71.076
80,63,71.769,70.826
80,63,72.056,70.177
80,63,72.51,71.161
80,63,72.791,70.755
80,63,73.137,71.126
80,63,73.273,69.979
80,63,73.419,69.361
80,63,73.777,70.628
80,63,73.976,70.466
80,63,74.04,69.454
80,63,74.078,68.614
60,63,74.127,68.16
60,63,73.846,68.3
60,63,73.63,68.732
60,63,73.385,68.686
60,63,73.117,68.346
60,63,72.813,67.702
60,63,72.772,69.1
60,63,72.655,69.432
60,63,72.572,69.855
60,63,72.528,70.379
60,63,72.328,69.519
60,63,72.017,67.998
60,63,71.75,67.153
60,63,71.608,67.394
60,63,71.607,68.551
60,63,71.718,70.182
60,63,71.638,69.86
60,63,71.406,68.447
60,63,71.214,67.693
60,63,71.042,67.236
60,63,70.979,67.674
60,63,70.978,68.397
60,63,71.103,69.842
60,63,71.02,69.286
80,87,70.794,67.78
80,87,71.205,68.859
80,87,71.543,69.244
80,87,71.915,69.937
80,87,72.111,69.263
80,87,72.159,67.806
80,87,72.259,67.252
80,87,72.558,68.435
80,87,72.975,70.281
80,87,73.181,70.146
80,87,73.39,70.183
80,87,73.361,68.537
80,63,73.508,68.741
80,63,73.841,70.076
80,63,74.071,70.371
80,63,74.175,69.741
80,63,74.175,68.595
80,63,74.285,68.657
80,63,74.493,69.498
80,63,74.711,70.246
80,63,74.911,70.732
80,63,75.048,70.68
80,63,75.128,70.301
80,63,75.147,69.627
60,63,75.363,70.672
60,63,75.087,70.687
60,63,74.878,71.045
60,63,74.507,69.951
60,63,74.232,69.741
60,63,74.02,69.933
60,63,73.942,70.964
60,63,73.89,71.799
60,63,73.64,70.816
60,63,73.483,70.743
60,63,73.19,69.568
60,63,73.067,69.932
80,63,72.932,70.009
80,63,73.303,70.903
80,63,73.488,70.28
80,63,73.696,70.152
80,63,73.801,69.393
80,63,73.929,69.124
80,63,74.013,68.68
80,63,74.334,70.221
80,63,74.587,70.908
80,63,74.661,70.15
80,63,74.781,70.036
80,63,74.816,69.382
60,63,74.787,68.491
60,63,74.59,69.512
60,63,74.335,69.65
60,63,74.011,69.083
60,63,73.865,69.873
60,63,73.621,69.58
60,63,73.36,69.12
60,63,73.127,68.886
60,63,73.13,70.397
60,63,72.975,70.2
60,63,72.735,69.34
60,63,72.592,69.375
80,87,72.351,68.572
80,87,72.534,68.49
80,87,72.788,69.078
80,87,73.006,69.333
80,87,73.352,70.593
80,87,73.51,70.185
80,87,73.763,70.719
80,87,73.913,70.436
80,87,73.994,69.808
80,87,74.213,70.476
80,87,74.356,70.468
80,87,74.428,70.007
80,63,74.526,69.935
80,63,74.65,69.848
80,63,74.754,69.706
80,63,74.9,69.987
80,63,75.2,71.413
80,63,75.364,71.498
80,63,75.438,70.963
80,63,75.479,70.403
80,63,75.592,70.598
80,63,75.896,72.227
80,63,76.032,72.206
80,63,76.152,72.142
80,63,76.121,71.034
80,63,76.057,70.037
80,63,76.25,71.275
80,63,76.377,71.698
80,63,76.445,71.607
80,63,76.655,72.654
80,63,76.708,72.28
80,63,76.648,71.217
80,63,76.73,71.539
80,63,76.724,71.146
80,63,76.723,70.912
80,63,76.702,70.606
80,63,76.692,70.478
80,63,76.894,71.985
80,63,76.96,72.069
80,63,77.077,72.541
80,63,77.006,71.508
80,63,76.954,70.928
80,63,77.072,71.795
80,63,77.078,71.586
80,63,76.997,70.799
80,63,76.912,70.202
80,63,76.836,69.823
80,63,76.992,71.292
80,63,77.085,71.866
80,63,77.059,71.404
80,63,77.108,71.644
80,63,77.062,71.121
80,63,77.12,71.53
80,63,77.095,71.206
80,63,77.164,71.688
80,63,77.087,70.942
80,63,76.992,70.268
80,63,76.946,70.143
80,63,76.96,70.484
80,63,76.996,70.889
60,87,77.014,71.038
60,87,76.62,71.227
60,87,76.168,70.696
60,87,75.759,70.421
60,87,75.603,71.94
60,87,75.353,72.131
60,87,75.131,72.339
60,87,74.776,71.338
60,87,74.438,70.61
60,87,74.233,70.96
60,87,74.167,72.137
60,87,74.024,72.293
80,63,73.932,72.701
80,63,74.228,72.65
80,63,74.544,72.932
80,63,74.758,72.523
80,63,74.824,71.24
80,63,75.155,72.445
80,63,75.483,73.386
80,63,75.76,73.805
80,63,75.901,73.206
80,63,76.113,73.424
80,63,76.136,72.265
80,63,76.331,72.803
80,87,76.495,73.034
80,87,76.802,74.639
80,87,76.905,74.325
80,87,76.985,74.005
80,87,76.887,72.5
80,87,76.91,72.371
80,87,76.922,72.209
